OrderId,OrderItemId,QuantityOrdered,ItemPrice,PromotionDiscount,batch_id
402-4703455-0507551,1.2942E+13,1,949,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",337
402-4703455-0507551,4.68688E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",338
402-4703734-7835501,6.46013E+13,1,1199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",468
402-4703740-4698755,4.38527E+13,1,1219,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",58
402-4703903-8299556,2.93928E+13,1,279,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1175
402-4704195-8742765,3.86985E+13,1,1614,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",363
402-4704283-3073923,4.1013E+13,1,199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",217
402-4706552-8759504,2.10993E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",251
402-4707847-1678729,3.69995E+12,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",282
402-4708371-7565968,3.4147E+13,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",482
402-4709121-7319564,4.07817E+13,1,749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",363
402-4709221-6906727,4.00107E+13,1,299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",49
402-4709549-6472346,4.69395E+13,1,2459,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",9
402-4710593-8521961,5.79192E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",798
402-4711792-1261128,1.20744E+13,1,299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1254
402-4712279-3388302,2.46097E+12,1,249,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",203
402-4712279-3388302,4.13484E+13,1,249,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",204
402-4712289-3465100,9.82277E+12,1,419,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",237
402-4712472-5427537,2.4079E+13,1,649,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",138
402-4712966-9155542,5.7331E+13,1,799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",217
402-4713986-9987504,1.49079E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",17
402-4714573-9439560,4.06004E+13,1,949,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1667
402-4714659-4285941,3.12597E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",657
402-4715212-9509957,2.4301E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",780
402-4716861-9461116,1.26838E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",55
402-4717028-1427527,4.2151E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",709
402-4717879-9381935,5.68431E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",767
402-4718059-1045147,3.44899E+13,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",487
402-4719914-3191514,2.89171E+13,1,2849,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",873
402-4721923-7393127,6.75348E+13,1,999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",426
402-4721968-7298757,1.94001E+12,1,616,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",290
402-4723252-5379569,2.0467E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",641
402-4723402-4553136,5.98011E+13,1,567,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",89
402-4723595-7772307,6.48917E+13,1,299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1922
402-4724087-1691560,3.93816E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",576
402-4724134-9273104,6.85307E+13,1,749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",536
402-4725510-3021156,6.65345E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",54
402-4725529-1209120,4.32099E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",916
402-4725976-0060355,1.36397E+13,1,199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",368
402-4726014-2522745,4.50255E+13,1,849,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",555
402-4726288-0480303,5.58694E+13,1,799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1008
402-4726838-2914755,5.99879E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",106
402-4727001-1670723,2.77544E+13,1,999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1539
402-4727149-7712344,4.04291E+13,1,749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",541
402-4727765-2264314,4.85495E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1196
402-4729045-0200306,7.02019E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",615
402-4729062-0762727,2.70377E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",46
402-4730604-1220355,4.96725E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",86
402-4730604-1220355,4.96725E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",138
402-4730604-1220355,4.96725E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",227
402-4731550-4617158,4.70535E+13,1,1399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",921
402-4732004-8259556,6.97783E+13,1,379,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",276
402-4732004-8259556,6.97783E+13,1,379,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",303
402-4732004-8259556,6.97783E+13,1,379,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",386
402-4732536-9325106,6.85851E+13,1,769,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",344
402-4732579-3620315,3.47601E+13,1,649,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",117
402-4732832-7978759,4.86614E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",69
402-4732832-7978759,4.86614E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",409
402-4732832-7978759,4.86614E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",524
402-4734069-2933931,1.61752E+13,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",485
402-4734324-8717113,1.05292E+12,1,279,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",191
402-4734542-4711514,2.07586E+13,1,629,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",427
402-4735054-1660345,4.92787E+13,1,749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1052
402-4735331-7289155,3.17019E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",633
402-4735523-2245132,4.51767E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",13
402-4736056-2401130,6.79639E+13,1,846.61,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",665
402-4737785-8099567,3.95329E+13,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",905
402-4739718-2940314,6.24213E+13,1,1799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",342
402-4739928-8811515,3.61287E+13,2,2398,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",339
402-4740299-4365123,2.87672E+13,1,539,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",128
402-4740300-9076343,4.62893E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1016
402-4741440-9657926,5.84365E+13,1,999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",483
402-4741710-6513150,1.11532E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1818
402-4741739-7771569,2.84711E+12,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",231
402-4743900-9165100,3.46648E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",323
402-4743956-6716331,3.11506E+13,1,1499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",617
402-4744304-2776310,4.88219E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",299
402-4746260-8505906,1.97788E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",258
402-4747263-0112325,3.58103E+13,1,279,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",143
402-4749129-4765106,2.53618E+13,1,1199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",94
402-4749945-0288352,2.59676E+12,1,1499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1190
402-4751284-0668311,9.28748E+12,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",181
402-4751298-8602768,4.54386E+13,1,1499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",635
402-4751430-1671524,5.29865E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",54
402-4753194-4049915,3.26405E+13,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",197
402-4753444-8357913,6.41139E+13,1,1399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",194
402-4754657-6390718,3.21358E+13,1,299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",494
402-4754657-6390718,3.11198E+13,1,299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",495
402-4755396-6125951,2.60064E+13,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1086
402-4755409-3269130,5.20236E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",47
402-4756655-2570748,1.58747E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",539
402-4757091-5781160,2.72349E+13,1,899,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",848
402-4758320-8119537,1.71334E+13,1,379,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",223
402-4758639-7247520,3.90063E+13,1,3299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",3
402-4758639-7247520,3.90063E+13,1,3299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",5
402-4758639-7247520,3.90063E+13,1,3299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",51
402-4758639-7247520,3.90063E+13,1,3299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",82
402-4758639-7247520,3.90063E+13,1,3299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",154
402-4758946-7585946,1.82694E+13,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",2061
402-4759087-4463568,3.84249E+12,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",634
402-4759700-0782737,3.27073E+13,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",587
402-4760809-5667562,4.46453E+13,1,999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",826
402-4761785-4160368,3.77404E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1256
402-4761949-8084367,6.61064E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",136
402-4762053-0044326,4.08503E+13,1,449,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",149
402-4762179-2881162,4.36249E+13,1,289,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",78
402-4763399-6659538,2.46723E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",758
402-4763806-9513910,3.07652E+13,1,999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",67
402-4764804-5321925,3.32442E+13,1,669,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",534
402-4765055-1746755,6.59885E+13,1,999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1324
402-4765475-9701944,2.75327E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1120
402-4766270-4847501,3.30495E+13,1,249,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",931
402-4767967-6680300,5.2821E+13,1,1199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",145
402-4768809-1519511,5.20491E+13,1,249,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",103
402-4770405-2372335,3.57387E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",866
402-4772200-0882754,5.89891E+12,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",270
402-4773228-4641139,1.29202E+13,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",724
402-4773758-1660301,4.80633E+13,1,199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",161
402-4773758-1660301,4.80633E+13,1,199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",234
402-4773758-1660301,4.80633E+13,1,199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",307
402-4774371-5097136,2.4965E+13,1,199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",325
402-4775475-5789149,2.85087E+13,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",192
402-4775701-2674760,2.88059E+13,1,1999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",921
402-4776605-3157960,1.14369E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",657
402-4776955-6509169,4.92216E+13,1,279,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1673
402-4777600-6516313,3.06937E+12,1,749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1407
402-4777844-7209120,5.07078E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",745
402-4778105-1849160,5.47074E+13,1,1499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",380
402-4778585-7169125,5.93528E+13,0,465.26,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",926
402-4779288-4122704,3.67579E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",254
402-4779897-7057141,4.13804E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1332
402-4781278-1923525,2.51809E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",324
402-4781606-1841131,1.58993E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",376
402-4782389-0050735,2.49238E+13,1,1299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",877
402-4783374-6008300,5.802E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",188
402-4784244-8701961,6.24962E+12,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",896
402-4784399-5783508,1.97339E+13,1,1349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",19
402-4785074-1705930,1.90664E+12,1,449,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",656
402-4786305-1553141,4.09047E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",188
402-4787328-7986702,2.53339E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1331
402-4787593-3281951,1.0266E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",61
402-4789288-6682714,4.04247E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1227
402-4790033-4012351,2.54337E+13,1,749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",378
402-4791395-8975532,4.88506E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1090
402-4791480-6758729,3.34769E+13,1,1259,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",235
402-4791532-0060358,3.32911E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",425
402-4791988-9369115,2.70418E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",378
402-4792153-4401163,2.30172E+13,1,1199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",593
402-4792153-4401163,2.30172E+13,1,1199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",881
402-4793819-6087519,1.37075E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",617
402-4793954-4698751,2.09077E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",56
402-4794230-6941952,4.93864E+13,1,1499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1101
402-4794875-5013911,9.2748E+12,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",10
402-4795911-5112361,2.27328E+13,1,253.39,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",417
402-4796017-0861146,1.01578E+13,1,1399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",218
402-4797286-2049145,3.72956E+13,1,1599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",193
402-4797658-7561151,2.93006E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",826
402-4798328-6836362,4.2703E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1341
402-4798989-1235542,4.40722E+13,1,1399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",108
402-4799441-0749937,2.99832E+13,1,749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1153
402-4799889-4183539,1.79265E+13,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",570
402-4800501-8191501,3.4014E+13,1,569,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",413
402-4801411-1490701,6.92923E+13,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",75
402-4804508-5421146,2.61631E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",775
402-4804855-0213958,2.97417E+13,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1083
402-4805322-8862711,2.43446E+12,1,1599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1514
402-4808288-2201156,3.92185E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",24
402-4808634-3080329,3.62259E+12,1,1999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",627
402-4809065-5075569,2.97036E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1111
402-4809183-6470722,3.36204E+13,1,299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",517
402-4813341-6189157,2.06424E+13,1,2999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",484
402-4813357-7409123,4.69063E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",165
402-4814316-4544312,4.80118E+13,1,799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",377
402-4815936-9563504,1.35892E+13,1,369,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",26
402-4815936-9563504,1.35892E+13,1,369,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",411
402-4818955-8011511,4.79344E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",157
402-4819742-4435544,5.2616E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",427
402-4821122-6003553,1.39617E+12,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",63
402-4821209-6827547,3.94005E+13,1,1329,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",54
402-4822093-1688351,2.8919E+13,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",101
402-4822093-1688351,2.8919E+13,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",121
402-4822583-0506747,3.32436E+13,1,799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1044
402-4824204-2037911,6.48746E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1203
402-4824451-4813964,1.94414E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",502
402-4824944-8705109,6.86298E+13,1,1089,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1357
402-4826429-6703529,2.35353E+13,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",115
402-4826447-6065908,1.65348E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1229
402-4827622-8549946,3.34397E+12,1,799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",756
402-4828635-4421911,1.47571E+13,1,2999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1058
402-4830204-8749116,6.57121E+13,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",216
402-4830962-9286759,4.73051E+13,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",267
402-4831675-8681905,5.09747E+11,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",101
402-4832012-0992317,2.67341E+13,1,1749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",811
402-4832655-1813956,5.59069E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",866
402-4832998-4753129,4.45098E+13,1,799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",11
402-4833016-8391559,1.9275E+13,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",379
402-4834868-5588331,6.3429E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",114
402-4835750-6125909,4.26477E+12,1,2599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",238
402-4835750-6125909,4.26477E+12,1,2599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",392
402-4836425-0937115,3.50325E+13,1,289,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",265
402-4836575-5349124,1.16093E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",661
402-4836580-1402762,9.95204E+12,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",430
402-4836654-1489901,4.10967E+13,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",506
402-4836719-3845933,4.33494E+13,1,489,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1563
402-4836816-9984349,6.56578E+13,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",408
402-4836833-4553113,4.71464E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",448
402-4837136-0236308,1.05843E+13,1,899,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",694
402-4837700-4693154,6.11289E+13,1,799,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",743
402-4838001-4865139,1.60807E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1383
402-4838048-1357107,5.86721E+13,1,535,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1076
402-4838280-8739549,5.23727E+13,1,299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",394
402-4838614-0477916,4.61699E+12,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",415
402-4841352-1745907,5.74249E+13,1,3299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",345
402-4841410-0381965,2.55632E+13,1,399,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",636
402-4841427-3981950,4.52494E+13,1,199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",93
402-4842712-7771533,5.8473E+13,1,749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",49
402-4843102-7776335,5.61903E+12,1,549,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",176
402-4843539-9628330,1.57235E+13,1,279,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",107
402-4843539-9628330,1.57235E+13,1,279,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",287
402-4845912-7738743,2.97338E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",728
402-4847739-4935560,6.27527E+13,1,1299,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",418
402-4848777-7185929,5.18197E+13,1,699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",28
402-4848938-5675567,2.82235E+13,1,759,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",167
402-4849120-3816316,1.61402E+13,1,569,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",947
402-4849271-3729958,3.50076E+13,1,1699,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",704
402-4849997-4529154,3.46727E+13,1,1999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1206
402-4850610-6281108,9.02307E+11,1,999,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1196
402-4850626-1881918,4.52306E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1136
402-4851196-7541916,6.21654E+13,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",67
402-4851255-4637953,2.41813E+13,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",228
402-4851395-3669121,7.756E+12,1,199,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",128
402-4851395-3669121,4.27779E+13,1,539,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",129
402-4851563-6617931,1.62866E+13,1,1749,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1158
402-4853707-3148353,5.19146E+13,1,465.25,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",800
402-4854297-0442717,2.2872E+12,1,599,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",94
402-4854503-3930749,4.52991E+13,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1233
402-4855155-8328320,6.12328E+11,1,499,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",345
402-4855243-7797913,2.10334E+13,1,349,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",395
